ID,Education,JoiningYear,City,PaymentTier,Age,Gender,ExperienceInCurrentDomain,LeaveOrNot,Salary,Department,Age_Group
369,Bachelors,2014,Bangalore,3,25,Female,3,0,45714,Sales,26-35
370,Bachelors,2014,Bangalore,3,28,Male,2,0,42801,Sales,26-35
371,Bachelors,2017,Bangalore,3,28,Male,3,0,49899,Sales,26-35
372,Masters,2015,New Delhi,1,27,Male,5,0,113262,IT,26-35
373,Bachelors,2014,Pune,1,26,Female,4,1,85828,IT,26-35
374,Masters,2018,Bangalore,3,25,Male,3,1,56265,Sales,26-35
375,Bachelors,2016,Bangalore,3,28,Female,3,0,49587,Sales,26-35
376,Bachelors,2018,New Delhi,3,26,Female,4,1,44507,Sales,26-35
377,Bachelors,2015,Pune,2,24,Female,2,1,60177,HR,18-25
378,Bachelors,2017,Bangalore,3,27,Male,5,0,47700,Sales,26-35
379,Bachelors,2014,Bangalore,3,26,Male,4,0,43579,Sales,26-35
380,Bachelors,2014,Bangalore,3,24,Male,2,0,44306,Sales,18-25
381,Bachelors,2016,Bangalore,3,28,Male,2,0,49207,Sales,26-35
382,Bachelors,2015,Pune,2,25,Female,3,1,69472,HR,26-35
383,Bachelors,2013,Pune,3,27,Male,5,0,46953,Sales,26-35
384,Bachelors,2015,Bangalore,3,28,Male,3,0,43727,Sales,26-35
385,Bachelors,2014,Bangalore,3,26,Male,4,0,47047,Sales,26-35
386,Bachelors,2012,Bangalore,3,24,Male,2,0,48709,Sales,18-25
387,Bachelors,2013,Bangalore,3,27,Male,5,0,48636,Sales,26-35
388,Bachelors,2015,Bangalore,3,26,Female,4,1,46026,Sales,26-35
389,Bachelors,2015,Pune,3,28,Male,2,0,41276,Sales,26-35
390,Bachelors,2014,New Delhi,2,24,Female,2,1,63254,HR,18-25
391,Bachelors,2013,Bangalore,3,24,Male,2,0,40096,Sales,18-25
392,Bachelors,2018,Bangalore,3,28,Male,3,1,45834,Sales,26-35
393,Bachelors,2015,Pune,3,27,Male,5,0,41382,Sales,26-35
394,Bachelors,2014,Pune,2,26,Male,4,0,63701,HR,26-35
395,Bachelors,2016,Bangalore,3,25,Male,3,1,40152,Sales,26-35
396,Phd,2013,Bangalore,3,25,Male,3,0,61242,Sales,26-35
397,Bachelors,2014,Bangalore,3,25,Male,3,0,49904,Sales,26-35
398,Bachelors,2017,New Delhi,2,28,Female,1,0,66648,HR,26-35
399,Bachelors,2015,Pune,1,26,Female,4,1,81990,IT,26-35
400,Masters,2017,New Delhi,3,26,Male,4,1,52188,Sales,26-35
401,Bachelors,2014,Bangalore,3,27,Male,5,0,46705,Sales,26-35
402,Bachelors,2012,New Delhi,3,24,Female,2,0,40980,Sales,18-25
403,Bachelors,2017,New Delhi,2,24,Male,2,0,69761,HR,18-25
404,Bachelors,2015,Bangalore,3,26,Male,4,0,47255,Sales,26-35
405,Bachelors,2012,Bangalore,3,26,Female,4,0,45538,Sales,26-35
406,Bachelors,2015,Bangalore,3,24,Male,2,0,48973,Sales,18-25
407,Masters,2014,Pune,3,25,Male,3,0,56102,Sales,26-35
408,Bachelors,2015,Bangalore,3,28,Male,2,0,42799,Sales,26-35
409,Bachelors,2016,Pune,3,24,Male,2,0,41177,Sales,18-25
410,Bachelors,2016,Bangalore,3,26,Female,4,0,40362,Sales,26-35
411,Bachelors,2015,Pune,2,25,Female,3,1,66112,HR,26-35
412,Masters,2013,New Delhi,2,25,Male,3,1,77926,HR,26-35
413,Bachelors,2017,Pune,3,25,Male,3,0,48258,Sales,26-35
414,Bachelors,2015,Pune,2,26,Female,4,1,60720,HR,26-35
415,Masters,2015,Bangalore,2,26,Female,4,1,77420,HR,26-35
416,Bachelors,2012,Pune,3,27,Female,5,0,44128,Sales,26-35
417,Masters,2017,New Delhi,3,28,Male,2,0,57672,Sales,26-35
418,Bachelors,2016,Pune,3,25,Male,3,0,49045,Sales,26-35
419,Bachelors,2016,Bangalore,3,24,Male,2,0,42597,Sales,18-25
420,Bachelors,2016,Pune,3,28,Male,1,0,43816,Sales,26-35
421,Bachelors,2013,New Delhi,3,27,Female,5,0,43364,Sales,26-35
422,Bachelors,2015,New Delhi,3,26,Male,4,0,49472,Sales,26-35
423,Bachelors,2016,Bangalore,3,27,Male,5,0,42683,Sales,26-35
424,Bachelors,2017,Pune,2,27,Male,5,0,66188,HR,26-35
425,Bachelors,2012,Bangalore,3,27,Male,5,0,47210,Sales,26-35
426,Phd,2018,New Delhi,3,25,Male,3,1,64278,Sales,26-35
427,Bachelors,2014,Pune,3,27,Male,5,0,48441,Sales,26-35
428,Bachelors,2013,Bangalore,3,26,Female,4,0,41115,Sales,26-35
429,Masters,2017,Pune,2,24,Female,2,1,75097,HR,18-25
430,Phd,2016,New Delhi,2,28,Male,3,1,82692,HR,26-35
431,Masters,2014,New Delhi,3,26,Male,4,1,51491,Sales,26-35
432,Masters,2017,New Delhi,2,27,Male,5,1,77404,HR,26-35
433,Phd,2013,New Delhi,3,27,Male,5,0,67207,Sales,26-35
434,Masters,2014,New Delhi,3,28,Female,1,0,54640,Sales,26-35
435,Bachelors,2017,Pune,3,27,Male,5,0,44530,Sales,26-35
436,Bachelors,2015,Pune,3,26,Female,4,1,42951,Sales,26-35
437,Masters,2014,Bangalore,3,26,Male,4,1,53311,Sales,26-35
438,Masters,2012,Pune,3,27,Male,5,0,55184,Sales,26-35
439,Bachelors,2017,Bangalore,3,26,Male,4,0,49229,Sales,26-35
440,Masters,2017,Pune,2,27,Male,5,1,70037,HR,26-35
441,Bachelors,2017,Bangalore,3,27,Male,5,0,49037,Sales,26-35
442,Bachelors,2016,Bangalore,3,25,Male,3,1,46474,Sales,26-35
443,Bachelors,2016,Pune,3,27,Male,5,0,49154,Sales,26-35
444,Bachelors,2014,Pune,3,25,Male,3,0,46980,Sales,26-35
445,Bachelors,2017,Bangalore,3,28,Male,1,0,40100,Sales,26-35
446,Masters,2012,Pune,3,24,Male,2,0,54553,Sales,18-25
447,Bachelors,2014,Bangalore,3,25,Male,3,0,46566,Sales,26-35
448,Bachelors,2013,Pune,2,25,Male,3,1,66242,HR,26-35
449,Bachelors,2012,Pune,3,27,Male,5,0,41819,Sales,26-35
450,Bachelors,2017,Bangalore,3,26,Male,4,0,47745,Sales,26-35
451,Bachelors,2013,Pune,3,26,Male,4,0,40787,Sales,26-35
452,Bachelors,2016,Bangalore,3,24,Male,2,0,42737,Sales,18-25
453,Bachelors,2014,Bangalore,3,25,Female,3,0,41491,Sales,26-35
454,Bachelors,2015,New Delhi,3,25,Male,3,0,43812,Sales,26-35
455,Phd,2012,Pune,3,24,Male,2,0,67465,Sales,18-25
456,Bachelors,2013,Bangalore,3,27,Male,5,0,48158,Sales,26-35
457,Bachelors,2015,Bangalore,3,25,Male,3,0,46314,Sales,26-35
458,Bachelors,2016,Bangalore,3,26,Male,4,0,44660,Sales,26-35
459,Masters,2015,New Delhi,3,24,Female,2,0,53506,Sales,18-25
460,Bachelors,2012,Bangalore,3,26,Male,4,0,42283,Sales,26-35
461,Bachelors,2013,Pune,3,24,Male,2,0,45997,Sales,18-25
462,Masters,2017,New Delhi,3,24,Male,2,1,58996,Sales,18-25
463,Bachelors,2014,Bangalore,1,25,Male,3,0,91299,IT,26-35
464,Bachelors,2018,Bangalore,3,28,Male,1,1,42450,Sales,26-35
465,Bachelors,2017,Bangalore,3,28,Male,3,0,41781,Sales,26-35
466,Masters,2013,Bangalore,3,28,Female,2,1,59392,Sales,26-35
467,Bachelors,2013,Bangalore,3,26,Male,4,0,47310,Sales,26-35
468,Masters,2018,New Delhi,1,24,Male,2,1,104184,IT,18-25
469,Bachelors,2012,Bangalore,3,25,Male,3,0,43004,Sales,26-35
470,Phd,2013,New Delhi,2,27,Female,5,0,86179,HR,26-35
471,Masters,2018,New Delhi,3,28,Male,2,1,51406,Sales,26-35
472,Bachelors,2014,Bangalore,3,28,Male,3,1,46500,Sales,26-35
473,Bachelors,2014,Pune,3,27,Male,5,0,40467,Sales,26-35
474,Bachelors,2013,New Delhi,3,24,Female,2,1,44893,Sales,18-25
475,Bachelors,2015,Pune,2,28,Female,1,1,60953,HR,26-35
476,Bachelors,2015,Pune,2,26,Female,4,1,68142,HR,26-35
477,Bachelors,2017,New Delhi,2,28,Female,3,0,68035,HR,26-35
478,Masters,2012,Pune,3,27,Female,5,1,58845,Sales,26-35
479,Masters,2017,Pune,3,25,Female,3,1,52360,Sales,26-35
480,Masters,2013,New Delhi,2,25,Male,3,1,72368,HR,26-35
481,Masters,2017,New Delhi,2,27,Male,5,1,77116,HR,26-35
482,Bachelors,2017,Bangalore,3,24,Male,2,0,42048,Sales,18-25
483,Bachelors,2016,Pune,2,24,Female,2,1,64704,HR,18-25
484,Bachelors,2012,Bangalore,3,26,Female,4,0,40430,Sales,26-35
485,Bachelors,2012,Bangalore,3,24,Male,2,1,44506,Sales,18-25
486,Masters,2017,Pune,2,24,Male,2,0,75658,HR,18-25
487,Bachelors,2015,Pune,2,25,Female,3,1,64792,HR,26-35
488,Bachelors,2015,New Delhi,3,26,Female,4,0,49479,Sales,26-35
489,Bachelors,2013,Pune,2,24,Male,2,1,61688,HR,18-25
490,Bachelors,2013,Pune,3,25,Male,3,0,47402,Sales,26-35
491,Phd,2015,New Delhi,2,28,Female,1,0,83754,HR,26-35
492,Bachelors,2016,Pune,3,24,Male,2,0,47538,Sales,18-25
493,Bachelors,2017,Bangalore,3,24,Female,2,0,48584,Sales,18-25
494,Bachelors,2016,Bangalore,3,27,Male,5,0,46573,Sales,26-35
495,Bachelors,2017,Bangalore,3,25,Female,3,0,40026,Sales,26-35
496,Masters,2014,New Delhi,3,27,Male,5,0,54778,Sales,26-35
497,Bachelors,2016,Bangalore,3,27,Male,5,0,42916,Sales,26-35
498,Bachelors,2016,Bangalore,3,28,Female,3,0,45483,Sales,26-35
499,Bachelors,2018,Pune,3,25,Male,3,1,41291,Sales,26-35
500,Bachelors,2013,Bangalore,3,26,Male,4,1,40482,Sales,26-35
501,Bachelors,2015,New Delhi,3,25,Male,3,1,45543,Sales,26-35
502,Bachelors,2017,New Delhi,2,25,Female,3,1,65706,HR,26-35
503,Bachelors,2012,Bangalore,3,25,Male,3,0,41226,Sales,26-35
504,Bachelors,2014,New Delhi,3,28,Female,2,0,41088,Sales,26-35
505,Bachelors,2017,New Delhi,2,27,Female,5,0,64094,HR,26-35
506,Bachelors,2018,Pune,3,26,Male,4,1,47076,Sales,26-35
507,Masters,2014,New Delhi,3,28,Male,2,0,55034,Sales,26-35
508,Bachelors,2013,Bangalore,3,27,Male,5,1,40810,Sales,26-35
509,Masters,2017,Pune,3,25,Male,3,1,53357,Sales,26-35
510,Bachelors,2018,Bangalore,3,28,Male,2,1,49121,Sales,26-35
511,Bachelors,2016,Bangalore,3,24,Male,2,0,45884,Sales,18-25
512,Bachelors,2012,Bangalore,3,24,Male,2,0,44678,Sales,18-25
513,Bachelors,2015,Bangalore,3,28,Female,1,0,46072,Sales,26-35
514,Bachelors,2014,Bangalore,3,24,Male,2,0,43942,Sales,18-25
515,Bachelors,2013,Pune,3,27,Male,5,0,42643,Sales,26-35
516,Bachelors,2016,New Delhi,3,24,Female,2,0,44200,Sales,18-25
517,Bachelors,2012,Bangalore,3,25,Female,3,0,48002,Sales,26-35
518,Bachelors,2012,Pune,3,28,Male,3,0,47395,Sales,26-35
519,Bachelors,2018,Pune,3,25,Male,3,1,42878,Sales,26-35
520,Bachelors,2014,Bangalore,3,27,Male,5,1,42516,Sales,26-35
521,Bachelors,2016,Bangalore,3,27,Female,5,0,42375,Sales,26-35
522,Masters,2015,Pune,2,24,Female,2,0,77291,HR,18-25
523,Masters,2014,Bangalore,3,24,Female,2,1,56081,Sales,18-25
524,Bachelors,2013,Bangalore,3,25,Male,3,0,48267,Sales,26-35
525,Masters,2017,New Delhi,3,24,Male,2,0,59832,Sales,18-25
526,Bachelors,2015,Bangalore,3,25,Male,3,0,43522,Sales,26-35
527,Bachelors,2017,Bangalore,3,24,Male,2,0,47803,Sales,18-25
528,Bachelors,2017,New Delhi,2,28,Male,3,0,61922,HR,26-35
529,Bachelors,2016,Bangalore,3,28,Male,2,0,40797,Sales,26-35
530,Phd,2014,New Delhi,3,24,Male,2,0,68745,Sales,18-25
531,Masters,2017,New Delhi,2,26,Female,4,0,79998,HR,26-35
532,Masters,2018,New Delhi,3,25,Male,3,1,56145,Sales,26-35
533,Bachelors,2014,Bangalore,3,28,Male,3,1,45265,Sales,26-35
534,Bachelors,2014,Bangalore,3,25,Male,3,1,44109,Sales,26-35
535,Bachelors,2018,New Delhi,3,28,Female,3,1,40103,Sales,26-35
536,Masters,2017,New Delhi,2,25,Male,3,1,79804,HR,26-35
537,Masters,2013,New Delhi,3,28,Male,2,0,58156,Sales,26-35
538,Bachelors,2014,Bangalore,3,26,Male,4,0,48645,Sales,26-35
539,Masters,2017,New Delhi,2,25,Female,3,1,79463,HR,26-35
540,Masters,2013,New Delhi,3,25,Female,3,0,58224,Sales,26-35
541,Bachelors,2016,Bangalore,3,25,Male,3,0,41599,Sales,26-35
542,Bachelors,2018,Bangalore,3,24,Male,2,1,49206,Sales,18-25
543,Masters,2017,New Delhi,2,26,Male,4,1,71627,HR,26-35
544,Bachelors,2013,Bangalore,3,24,Male,2,0,46239,Sales,18-25
545,Bachelors,2013,Bangalore,3,28,Male,2,0,42204,Sales,26-35
546,Masters,2015,Pune,3,28,Female,2,0,50166,Sales,26-35
547,Bachelors,2015,Pune,2,27,Female,5,1,64989,HR,26-35
548,Masters,2014,Pune,2,27,Female,5,0,71014,HR,26-35
549,Bachelors,2017,New Delhi,2,27,Male,5,0,69704,HR,26-35
550,Bachelors,2012,Bangalore,3,26,Male,4,0,43248,Sales,26-35
551,Masters,2015,Pune,1,27,Female,5,0,119944,IT,26-35
552,Bachelors,2013,Bangalore,1,28,Male,3,1,98173,IT,26-35
553,Bachelors,2012,Pune,2,26,Female,4,1,67351,HR,26-35
554,Bachelors,2013,Bangalore,3,27,Male,5,0,43968,Sales,26-35
555,Masters,2017,New Delhi,2,25,Male,3,0,73784,HR,26-35
556,Bachelors,2017,Bangalore,3,27,Male,5,0,44463,Sales,26-35
557,Bachelors,2012,Bangalore,3,24,Male,2,0,47250,Sales,18-25
558,Bachelors,2017,New Delhi,3,26,Male,4,0,44831,Sales,26-35
559,Bachelors,2014,Bangalore,3,28,Female,1,1,47564,Sales,26-35
560,Bachelors,2015,Bangalore,3,25,Male,3,0,45230,Sales,26-35
561,Bachelors,2015,Pune,2,28,Female,3,1,65799,HR,26-35
562,Bachelors,2017,Bangalore,3,24,Female,2,0,46228,Sales,18-25
563,Bachelors,2016,Bangalore,3,27,Female,5,1,43865,Sales,26-35
564,Bachelors,2012,Bangalore,3,25,Male,3,0,49811,Sales,26-35
565,Masters,2018,Pune,3,25,Male,3,1,52978,Sales,26-35
566,Bachelors,2015,Pune,3,26,Male,4,0,42028,Sales,26-35
567,Bachelors,2014,Pune,3,26,Male,4,0,47529,Sales,26-35
568,Phd,2017,New Delhi,3,27,Male,5,0,63295,Sales,26-35
569,Bachelors,2012,Bangalore,3,26,Male,4,0,40375,Sales,26-35
570,Bachelors,2016,Bangalore,3,26,Male,4,0,41795,Sales,26-35
571,Bachelors,2017,New Delhi,3,28,Female,2,0,43722,Sales,26-35
572,Bachelors,2014,Pune,3,25,Female,3,0,44876,Sales,26-35
573,Bachelors,2013,Bangalore,3,28,Male,3,0,42548,Sales,26-35
574,Bachelors,2017,Bangalore,3,25,Male,3,0,45682,Sales,26-35
575,Bachelors,2018,Bangalore,3,27,Male,5,1,44018,Sales,26-35
576,Bachelors,2017,Bangalore,3,26,Male,4,0,41204,Sales,26-35
577,Bachelors,2017,Pune,2,25,Female,3,1,68731,HR,26-35
578,Bachelors,2017,Pune,2,26,Female,4,1,69170,HR,26-35
579,Bachelors,2015,Pune,3,28,Male,3,0,48128,Sales,26-35
580,Masters,2017,Pune,2,26,Male,4,1,72194,HR,26-35
581,Masters,2015,New Delhi,3,28,Female,2,0,59218,Sales,26-35
582,Bachelors,2012,New Delhi,2,25,Male,3,1,60068,HR,26-35
583,Bachelors,2016,Bangalore,3,25,Female,3,0,46388,Sales,26-35
584,Masters,2017,New Delhi,2,26,Female,4,0,77685,HR,26-35
585,Bachelors,2014,Bangalore,3,25,Male,3,0,47620,Sales,26-35
586,Bachelors,2014,Bangalore,3,25,Male,3,1,46850,Sales,26-35
587,Phd,2018,Bangalore,3,26,Male,4,1,60147,Sales,26-35
588,Bachelors,2016,Pune,3,26,Male,4,0,45096,Sales,26-35
589,Bachelors,2014,Bangalore,3,27,Male,5,0,41356,Sales,26-35
590,Bachelors,2012,Bangalore,3,25,Male,3,0,46410,Sales,26-35
591,Masters,2012,Pune,2,26,Female,4,0,76637,HR,26-35
592,Masters,2016,New Delhi,3,27,Male,5,1,54158,Sales,26-35
593,Phd,2017,Bangalore,3,28,Male,1,0,64167,Sales,26-35
594,Bachelors,2014,Bangalore,3,27,Male,5,0,43342,Sales,26-35
595,Bachelors,2018,Pune,3,26,Male,4,1,44374,Sales,26-35
596,Bachelors,2018,Bangalore,1,27,Male,5,0,92804,IT,26-35
597,Bachelors,2016,Pune,3,24,Male,2,0,43744,Sales,18-25
598,Bachelors,2012,Bangalore,3,25,Male,3,0,49679,Sales,26-35
599,Bachelors,2017,Bangalore,3,27,Male,5,0,45532,Sales,26-35
600,Bachelors,2016,Bangalore,3,28,Male,2,0,43206,Sales,26-35
601,Bachelors,2017,New Delhi,2,27,Male,5,0,64753,HR,26-35
602,Bachelors,2013,Bangalore,3,25,Male,3,0,41998,Sales,26-35
603,Bachelors,2013,Bangalore,3,28,Male,1,0,41600,Sales,26-35
604,Bachelors,2018,Bangalore,3,28,Female,3,1,49869,Sales,26-35
605,Bachelors,2016,Bangalore,3,27,Male,5,0,44665,Sales,26-35
606,Masters,2015,Pune,2,28,Female,3,0,77913,HR,26-35
607,Masters,2015,New Delhi,3,24,Female,2,1,51322,Sales,18-25
608,Bachelors,2017,New Delhi,3,24,Male,2,0,48082,Sales,18-25
609,Bachelors,2015,Pune,2,24,Female,2,1,60852,HR,18-25
610,Masters,2013,Pune,3,28,Male,2,1,59474,Sales,26-35
611,Bachelors,2017,Pune,3,27,Female,5,1,43216,Sales,26-35
612,Bachelors,2014,Pune,3,26,Male,4,0,40530,Sales,26-35
613,Bachelors,2016,Bangalore,3,26,Male,4,0,43178,Sales,26-35
614,Bachelors,2014,Pune,1,26,Female,4,1,85495,IT,26-35
615,Bachelors,2015,Pune,3,28,Male,3,0,49583,Sales,26-35
616,Bachelors,2012,Bangalore,3,26,Male,4,0,46721,Sales,26-35
617,Bachelors,2017,New Delhi,2,26,Male,4,0,64627,HR,26-35
618,Masters,2017,New Delhi,2,26,Female,4,0,73451,HR,26-35
619,Bachelors,2016,Bangalore,3,26,Male,4,1,48493,Sales,26-35
620,Bachelors,2013,Bangalore,3,26,Male,4,0,43801,Sales,26-35
621,Bachelors,2014,Bangalore,3,28,Male,3,1,48477,Sales,26-35
622,Bachelors,2014,New Delhi,3,28,Female,3,0,45732,Sales,26-35
623,Bachelors,2014,Pune,3,25,Female,3,1,40656,Sales,26-35
624,Bachelors,2016,Pune,3,28,Male,3,0,49634,Sales,26-35
625,Masters,2017,Bangalore,3,27,Male,5,1,53580,Sales,26-35
626,Bachelors,2015,Bangalore,3,25,Male,3,0,49483,Sales,26-35
627,Bachelors,2014,Pune,3,27,Male,5,0,48781,Sales,26-35
628,Bachelors,2012,Pune,3,28,Male,3,0,49465,Sales,26-35
629,Masters,2017,Pune,3,26,Male,4,1,51782,Sales,26-35
630,Bachelors,2013,Bangalore,3,25,Male,3,0,45662,Sales,26-35
631,Bachelors,2015,Pune,2,28,Female,2,1,61362,HR,26-35
632,Phd,2013,Bangalore,1,26,Male,4,0,124992,IT,26-35
633,Masters,2012,Pune,3,27,Male,5,1,57087,Sales,26-35
634,Bachelors,2016,Bangalore,1,28,Male,2,0,97552,IT,26-35
635,Bachelors,2017,Bangalore,3,27,Male,5,0,40194,Sales,26-35
636,Bachelors,2017,Bangalore,3,25,Male,3,0,41709,Sales,26-35
637,Masters,2017,New Delhi,2,24,Female,2,1,75972,HR,18-25
638,Bachelors,2015,Bangalore,1,25,Female,3,0,85633,IT,26-35
639,Bachelors,2018,Bangalore,3,27,Male,5,1,45959,Sales,26-35
640,Bachelors,2014,Bangalore,3,26,Male,4,0,41703,Sales,26-35
641,Bachelors,2018,Bangalore,3,26,Male,4,1,49915,Sales,26-35
642,Bachelors,2015,Pune,2,24,Female,2,1,64925,HR,18-25
643,Bachelors,2018,Bangalore,3,27,Male,5,1,44245,Sales,26-35
644,Bachelors,2016,Bangalore,3,27,Female,5,0,42805,Sales,26-35
645,Masters,2016,New Delhi,3,25,Female,3,1,53865,Sales,26-35
646,Masters,2018,New Delhi,3,26,Male,4,1,58868,Sales,26-35
647,Bachelors,2018,Bangalore,3,24,Female,2,1,42597,Sales,18-25
648,Bachelors,2017,New Delhi,2,28,Male,3,0,69223,HR,26-35
649,Bachelors,2015,Bangalore,3,27,Male,5,0,43469,Sales,26-35
650,Bachelors,2017,Bangalore,3,26,Male,4,0,46630,Sales,26-35
651,Bachelors,2016,Bangalore,3,25,Male,3,0,45850,Sales,26-35
652,Bachelors,2013,Pune,3,25,Male,3,0,42196,Sales,26-35
653,Bachelors,2015,Pune,3,25,Female,3,1,40404,Sales,26-35
654,Bachelors,2014,Bangalore,3,28,Female,3,0,40323,Sales,26-35
655,Bachelors,2015,Pune,3,24,Male,2,0,44307,Sales,18-25
656,Bachelors,2016,Bangalore,3,26,Female,4,0,40051,Sales,26-35
657,Bachelors,2018,Bangalore,1,25,Male,3,0,98274,IT,26-35
658,Masters,2017,Pune,2,28,Female,1,0,78735,HR,26-35
659,Bachelors,2014,Pune,2,25,Female,3,1,61406,HR,26-35
660,Bachelors,2017,Bangalore,3,25,Male,3,0,48709,Sales,26-35
661,Bachelors,2016,Bangalore,3,28,Female,3,0,49263,Sales,26-35
662,Bachelors,2014,Bangalore,3,28,Female,2,0,48870,Sales,26-35
663,Masters,2017,New Delhi,2,28,Male,2,0,79309,HR,26-35
664,Bachelors,2017,New Delhi,2,24,Female,2,0,63760,HR,18-25
665,Phd,2013,New Delhi,2,25,Male,3,1,84707,HR,26-35
666,Bachelors,2017,Bangalore,3,24,Male,2,0,48927,Sales,18-25
667,Bachelors,2017,Bangalore,3,26,Female,4,0,49709,Sales,26-35
668,Bachelors,2015,Bangalore,1,25,Male,3,0,82871,IT,26-35
669,Bachelors,2016,Bangalore,3,26,Female,4,0,45661,Sales,26-35
670,Phd,2014,New Delhi,3,28,Male,2,1,67556,Sales,26-35
671,Masters,2018,New Delhi,3,27,Female,5,1,53095,Sales,26-35
672,Bachelors,2016,New Delhi,3,27,Female,5,0,47171,Sales,26-35
673,Masters,2017,New Delhi,2,25,Male,3,1,77267,HR,26-35
674,Bachelors,2017,Bangalore,3,26,Male,4,0,44883,Sales,26-35
675,Bachelors,2016,New Delhi,3,27,Female,5,0,46378,Sales,26-35
676,Bachelors,2017,Pune,2,25,Female,3,1,69225,HR,26-35
677,Bachelors,2018,Pune,3,28,Female,1,1,42061,Sales,26-35
678,Bachelors,2014,Bangalore,3,25,Female,3,1,41659,Sales,26-35
679,Bachelors,2018,Pune,3,28,Male,1,1,44131,Sales,26-35
680,Bachelors,2017,Bangalore,1,26,Female,4,0,98551,IT,26-35
681,Bachelors,2013,Bangalore,3,24,Male,2,1,47038,Sales,18-25
682,Bachelors,2012,New Delhi,3,26,Female,4,0,41627,Sales,26-35
683,Bachelors,2012,Pune,3,25,Male,3,0,48546,Sales,26-35
684,Masters,2013,New Delhi,2,24,Male,2,1,71878,HR,18-25
685,Bachelors,2018,Pune,3,26,Male,4,1,42700,Sales,26-35
686,Bachelors,2016,New Delhi,3,28,Female,2,0,42247,Sales,26-35
687,Bachelors,2016,Pune,3,26,Male,4,0,41494,Sales,26-35
688,Masters,2014,New Delhi,3,24,Male,2,0,59260,Sales,18-25
689,Bachelors,2013,Bangalore,3,26,Male,4,0,44342,Sales,26-35
690,Bachelors,2014,Pune,2,26,Female,4,1,66776,HR,26-35
691,Bachelors,2014,Pune,3,25,Male,3,0,44638,Sales,26-35
692,Bachelors,2013,Pune,3,27,Male,5,0,44487,Sales,26-35
693,Bachelors,2018,Bangalore,3,27,Male,5,1,45248,Sales,26-35
694,Bachelors,2015,Bangalore,3,25,Female,3,1,47326,Sales,26-35
695,Bachelors,2016,Pune,3,26,Male,4,0,48701,Sales,26-35
696,Bachelors,2015,Pune,2,27,Female,5,1,62640,HR,26-35
697,Bachelors,2017,Bangalore,3,26,Male,4,0,45061,Sales,26-35
698,Masters,2017,Pune,2,26,Female,4,0,73633,HR,26-35
699,Bachelors,2017,New Delhi,3,27,Female,5,0,48579,Sales,26-35
700,Masters,2017,Pune,1,24,Male,2,0,108541,IT,18-25
701,Masters,2017,New Delhi,2,26,Female,4,0,76059,HR,26-35
702,Bachelors,2015,Bangalore,3,27,Male,5,0,46124,Sales,26-35
703,Bachelors,2015,Bangalore,3,26,Male,4,0,43999,Sales,26-35
704,Masters,2017,Pune,2,24,Male,2,1,76112,HR,18-25
705,Bachelors,2017,Bangalore,3,26,Female,4,0,41067,Sales,26-35
706,Bachelors,2014,Bangalore,3,26,Male,4,0,47665,Sales,26-35
707,Bachelors,2015,Bangalore,3,28,Male,1,1,48579,Sales,26-35
708,Masters,2017,New Delhi,2,24,Male,2,0,75670,HR,18-25
709,Bachelors,2013,Pune,2,25,Female,3,1,60976,HR,26-35
710,Masters,2013,Bangalore,3,27,Male,5,1,58478,Sales,26-35
711,Bachelors,2017,Bangalore,3,27,Male,5,0,45193,Sales,26-35
712,Bachelors,2015,New Delhi,2,28,Female,2,1,62202,HR,26-35
713,Bachelors,2014,Pune,2,24,Female,2,1,61912,HR,18-25
714,Bachelors,2016,Pune,2,27,Female,5,1,68977,HR,26-35
715,Bachelors,2017,Bangalore,3,27,Female,5,0,40450,Sales,26-35
716,Bachelors,2016,Bangalore,3,26,Male,4,0,43276,Sales,26-35
717,Bachelors,2015,Pune,2,27,Male,5,0,65374,HR,26-35
718,Bachelors,2015,Bangalore,3,26,Male,4,0,41452,Sales,26-35
719,Bachelors,2018,Bangalore,3,27,Male,5,1,41652,Sales,26-35
720,Bachelors,2016,Bangalore,3,24,Male,2,0,48909,Sales,18-25
721,Bachelors,2014,Bangalore,3,24,Male,2,0,49455,Sales,18-25
722,Bachelors,2013,New Delhi,2,24,Female,2,1,65555,HR,18-25
723,Bachelors,2012,Bangalore,3,26,Female,4,0,41509,Sales,26-35
724,Bachelors,2015,Pune,2,28,Female,2,1,65788,HR,26-35
725,Bachelors,2018,Bangalore,3,26,Male,4,1,45629,Sales,26-35
726,Bachelors,2016,Bangalore,3,24,Female,2,0,45049,Sales,18-25
727,Masters,2017,Pune,3,24,Male,2,1,59507,Sales,18-25
728,Masters,2016,Pune,3,24,Male,2,0,54778,Sales,18-25
729,Bachelors,2013,Bangalore,3,28,Male,1,1,47483,Sales,26-35
730,Bachelors,2015,Bangalore,1,28,Female,1,0,81578,IT,26-35
731,Phd,2018,Bangalore,3,24,Female,2,1,69978,Sales,18-25
732,Bachelors,2016,Bangalore,3,26,Male,4,0,44676,Sales,26-35
733,Bachelors,2013,Bangalore,3,27,Male,5,0,47389,Sales,26-35
734,Bachelors,2013,Bangalore,3,25,Male,3,1,41995,Sales,26-35
735,Masters,2016,New Delhi,3,24,Male,2,1,54036,Sales,18-25
736,Bachelors,2017,New Delhi,1,25,Female,3,0,96730,IT,26-35
737,Bachelors,2013,Bangalore,3,28,Male,3,0,48147,Sales,26-35
