Education,JoiningYear,City,PaymentTier,Age,Gender,ExperienceInCurrentDomain,LeaveOrNot,Salary,Department
Bachelors,2017,Bangalore,3,26,Male,4,0,49229,Sales
Masters,2017,Pune,2,27,Male,5,1,70037,HR
Bachelors,2017,Bangalore,3,27,Male,5,0,49037,Sales
Bachelors,2016,Bangalore,3,25,Male,3,1,46474,Sales
Bachelors,2016,Pune,3,27,Male,5,0,49154,Sales
Bachelors,2014,Pune,3,25,Male,3,0,46980,Sales
Bachelors,2017,Bangalore,3,28,Male,1,0,40100,Sales
Masters,2012,Pune,3,24,Male,2,0,54553,Sales
Bachelors,2014,Bangalore,3,25,Male,3,0,46566,Sales
Bachelors,2013,Pune,2,25,Male,3,1,66242,HR
Bachelors,2012,Pune,3,27,Male,5,0,41819,Sales
Bachelors,2017,Bangalore,3,26,Male,4,0,47745,Sales
Bachelors,2013,Pune,3,26,Male,4,0,40787,Sales
Bachelors,2016,Bangalore,3,24,Male,2,0,42737,Sales
Bachelors,2014,Bangalore,3,25,Female,3,0,41491,Sales
Bachelors,2015,New Delhi,3,25,Male,3,0,43812,Sales
PHD,2012,Pune,3,24,Male,2,0,67465,Sales
Bachelors,2013,Bangalore,3,27,Male,5,0,48158,Sales
Bachelors,2015,Bangalore,3,25,Male,3,0,46314,Sales
Bachelors,2016,Bangalore,3,26,Male,4,0,44660,Sales
Masters,2015,New Delhi,3,24,Female,2,0,53506,Sales
Bachelors,2012,Bangalore,3,26,Male,4,0,42283,Sales
Bachelors,2013,Pune,3,24,Male,2,0,45997,Sales
Masters,2017,New Delhi,3,24,Male,2,1,58996,Sales
Bachelors,2014,Bangalore,1,25,Male,3,0,91299,IT
Bachelors,2018,Bangalore,3,28,Male,1,1,42450,Sales
Bachelors,2017,Bangalore,3,28,Male,3,0,41781,Sales
Masters,2013,Bangalore,3,28,Female,2,1,59392,Sales
Bachelors,2013,Bangalore,3,26,Male,4,0,47310,Sales
Masters,2018,New Delhi,1,24,Male,2,1,104184,IT
Bachelors,2012,Bangalore,3,25,Male,3,0,43004,Sales
PHD,2013,New Delhi,2,27,Female,5,0,86179,HR
Masters,2018,New Delhi,3,28,Male,2,1,51406,Sales
Bachelors,2014,Bangalore,3,28,Male,3,1,46500,Sales
Bachelors,2014,Pune,3,27,Male,5,0,40467,Sales
Bachelors,2013,New Delhi,3,24,Female,2,1,44893,Sales
Bachelors,2015,Pune,2,28,Female,1,1,60953,HR
Bachelors,2015,Pune,2,26,Female,4,1,68142,HR
Bachelors,2017,New Delhi,2,28,Female,3,0,68035,HR
Masters,2012,Pune,3,27,Female,5,1,58845,Sales
Masters,2017,Pune,3,25,Female,3,1,52360,Sales
Masters,2013,New Delhi,2,25,Male,3,1,72368,HR
Masters,2017,New Delhi,2,27,Male,5,1,77116,HR
Bachelors,2017,Bangalore,3,24,Male,2,0,42048,Sales
Bachelors,2016,Pune,2,24,Female,2,1,64704,HR
Bachelors,2012,Bangalore,3,26,Female,4,0,40430,Sales
Bachelors,2012,Bangalore,3,24,Male,2,1,44506,Sales
Masters,2017,Pune,2,24,Male,2,0,75658,HR
Bachelors,2015,Pune,2,25,Female,3,1,64792,HR
Bachelors,2015,New Delhi,3,26,Female,4,0,49479,Sales
Bachelors,2013,Pune,2,24,Male,2,1,61688,HR
Bachelors,2013,Pune,3,25,Male,3,0,47402,Sales
PHD,2015,New Delhi,2,28,Female,1,0,83754,HR
Bachelors,2016,Pune,3,24,Male,2,0,47538,Sales
Bachelors,2017,Bangalore,3,24,Female,2,0,48584,Sales
Bachelors,2016,Bangalore,3,27,Male,5,0,46573,Sales
Bachelors,2017,Bangalore,3,25,Female,3,0,40026,Sales
Masters,2014,New Delhi,3,27,Male,5,0,54778,Sales
Bachelors,2016,Bangalore,3,27,Male,5,0,42916,Sales
Bachelors,2016,Bangalore,3,28,Female,3,0,45483,Sales
Bachelors,2018,Pune,3,25,Male,3,1,41291,Sales
Bachelors,2013,Bangalore,3,26,Male,4,1,40482,Sales
Bachelors,2015,New Delhi,3,25,Male,3,1,45543,Sales
Bachelors,2017,New Delhi,2,25,Female,3,1,65706,HR
Bachelors,2012,Bangalore,3,25,Male,3,0,41226,Sales
Bachelors,2014,New Delhi,3,28,Female,2,0,41088,Sales
Bachelors,2017,New Delhi,2,27,Female,5,0,64094,HR
Bachelors,2018,Pune,3,26,Male,4,1,47076,Sales
Masters,2014,New Delhi,3,28,Male,2,0,55034,Sales
Bachelors,2013,Bangalore,3,27,Male,5,1,40810,Sales
Masters,2017,Pune,3,25,Male,3,1,53357,Sales
Bachelors,2018,Bangalore,3,28,Male,2,1,49121,Sales
Bachelors,2016,Bangalore,3,24,Male,2,0,45884,Sales
Bachelors,2012,Bangalore,3,24,Male,2,0,44678,Sales
Bachelors,2015,Bangalore,3,28,Female,1,0,46072,Sales
Bachelors,2014,Bangalore,3,24,Male,2,0,43942,Sales
Bachelors,2013,Pune,3,27,Male,5,0,42643,Sales
Bachelors,2016,New Delhi,3,24,Female,2,0,44200,Sales
Bachelors,2012,Bangalore,3,25,Female,3,0,48002,Sales
Bachelors,2012,Pune,3,28,Male,3,0,47395,Sales
Bachelors,2018,Pune,3,25,Male,3,1,42878,Sales
Bachelors,2014,Bangalore,3,27,Male,5,1,42516,Sales
Bachelors,2016,Bangalore,3,27,Female,5,0,42375,Sales
Masters,2015,Pune,2,24,Female,2,0,77291,HR
Masters,2014,Bangalore,3,24,Female,2,1,56081,Sales
Bachelors,2013,Bangalore,3,25,Male,3,0,48267,Sales
Masters,2017,New Delhi,3,24,Male,2,0,59832,Sales
Bachelors,2015,Bangalore,3,25,Male,3,0,43522,Sales
Bachelors,2017,Bangalore,3,24,Male,2,0,47803,Sales
Bachelors,2017,New Delhi,2,28,Male,3,0,61922,HR
Bachelors,2016,Bangalore,3,28,Male,2,0,40797,Sales
PHD,2014,New Delhi,3,24,Male,2,0,68745,Sales
Masters,2017,New Delhi,2,26,Female,4,0,79998,HR
Masters,2018,New Delhi,3,25,Male,3,1,56145,Sales
Bachelors,2014,Bangalore,3,28,Male,3,1,45265,Sales
Bachelors,2014,Bangalore,3,25,Male,3,1,44109,Sales
Bachelors,2018,New Delhi,3,28,Female,3,1,40103,Sales
Masters,2017,New Delhi,2,25,Male,3,1,79804,HR
Masters,2013,New Delhi,3,28,Male,2,0,58156,Sales
Bachelors,2014,Bangalore,3,26,Male,4,0,48645,Sales
Masters,2017,New Delhi,2,25,Female,3,1,79463,HR
Masters,2013,New Delhi,3,25,Female,3,0,58224,Sales
Bachelors,2016,Bangalore,3,25,Male,3,0,41599,Sales
Bachelors,2018,Bangalore,3,24,Male,2,1,49206,Sales
Masters,2017,New Delhi,2,26,Male,4,1,71627,HR
Bachelors,2013,Bangalore,3,24,Male,2,0,46239,Sales
Bachelors,2013,Bangalore,3,28,Male,2,0,42204,Sales
Masters,2015,Pune,3,28,Female,2,0,50166,Sales
Bachelors,2015,Pune,2,27,Female,5,1,64989,HR
Masters,2014,Pune,2,27,Female,5,0,71014,HR
Bachelors,2017,New Delhi,2,27,Male,5,0,69704,HR
Bachelors,2012,Bangalore,3,26,Male,4,0,43248,Sales
Masters,2015,Pune,1,27,Female,5,0,119944,IT
Bachelors,2013,Bangalore,1,28,Male,3,1,98173,IT
Bachelors,2012,Pune,2,26,Female,4,1,67351,HR
Bachelors,2013,Bangalore,3,27,Male,5,0,43968,Sales
Masters,2017,New Delhi,2,25,Male,3,0,73784,HR
Bachelors,2017,Bangalore,3,27,Male,5,0,44463,Sales
Bachelors,2012,Bangalore,3,24,Male,2,0,47250,Sales
Bachelors,2017,New Delhi,3,26,Male,4,0,44831,Sales
Bachelors,2014,Bangalore,3,28,Female,1,1,47564,Sales
Bachelors,2015,Bangalore,3,25,Male,3,0,45230,Sales
Bachelors,2015,Pune,2,28,Female,3,1,65799,HR
Bachelors,2017,Bangalore,3,24,Female,2,0,46228,Sales
Bachelors,2016,Bangalore,3,27,Female,5,1,43865,Sales
Bachelors,2012,Bangalore,3,25,Male,3,0,49811,Sales
Masters,2018,Pune,3,25,Male,3,1,52978,Sales
Bachelors,2015,Pune,3,26,Male,4,0,42028,Sales
Bachelors,2014,Pune,3,26,Male,4,0,47529,Sales
PHD,2017,New Delhi,3,27,Male,5,0,63295,Sales
Bachelors,2012,Bangalore,3,26,Male,4,0,40375,Sales
Bachelors,2016,Bangalore,3,26,Male,4,0,41795,Sales
Bachelors,2017,New Delhi,3,28,Female,2,0,43722,Sales
Bachelors,2014,Pune,3,25,Female,3,0,44876,Sales
Bachelors,2013,Bangalore,3,28,Male,3,0,42548,Sales
Bachelors,2017,Bangalore,3,25,Male,3,0,45682,Sales
Bachelors,2018,Bangalore,3,27,Male,5,1,44018,Sales
Bachelors,2017,Bangalore,3,26,Male,4,0,41204,Sales
Bachelors,2017,Pune,2,25,Female,3,1,68731,HR
Bachelors,2017,Pune,2,26,Female,4,1,69170,HR
Bachelors,2015,Pune,3,28,Male,3,0,48128,Sales
Masters,2017,Pune,2,26,Male,4,1,72194,HR
Masters,2015,New Delhi,3,28,Female,2,0,59218,Sales
Bachelors,2012,New Delhi,2,25,Male,3,1,60068,HR
Bachelors,2016,Bangalore,3,25,Female,3,0,46388,Sales
Masters,2017,New Delhi,2,26,Female,4,0,77685,HR
Bachelors,2014,Bangalore,3,25,Male,3,0,47620,Sales
Bachelors,2014,Bangalore,3,25,Male,3,1,46850,Sales
PHD,2018,Bangalore,3,26,Male,4,1,60147,Sales
Bachelors,2016,Pune,3,26,Male,4,0,45096,Sales
Bachelors,2014,Bangalore,3,27,Male,5,0,41356,Sales
Bachelors,2012,Bangalore,3,25,Male,3,0,46410,Sales
Masters,2012,Pune,2,26,Female,4,0,76637,HR
Masters,2016,New Delhi,3,27,Male,5,1,54158,Sales
PHD,2017,Bangalore,3,28,Male,1,0,64167,Sales
Bachelors,2014,Bangalore,3,27,Male,5,0,43342,Sales
Bachelors,2018,Pune,3,26,Male,4,1,44374,Sales
Bachelors,2018,Bangalore,1,27,Male,5,0,92804,IT
Bachelors,2016,Pune,3,24,Male,2,0,43744,Sales
Bachelors,2012,Bangalore,3,25,Male,3,0,49679,Sales
Bachelors,2017,Bangalore,3,27,Male,5,0,45532,Sales
Bachelors,2016,Bangalore,3,28,Male,2,0,43206,Sales
Bachelors,2017,New Delhi,2,27,Male,5,0,64753,HR
Bachelors,2013,Bangalore,3,25,Male,3,0,41998,Sales
Bachelors,2013,Bangalore,3,28,Male,1,0,41600,Sales
Bachelors,2018,Bangalore,3,28,Female,3,1,49869,Sales
Bachelors,2016,Bangalore,3,27,Male,5,0,44665,Sales
Masters,2015,Pune,2,28,Female,3,0,77913,HR
Masters,2015,New Delhi,3,24,Female,2,1,51322,Sales
Bachelors,2017,New Delhi,3,24,Male,2,0,48082,Sales
Bachelors,2015,Pune,2,24,Female,2,1,60852,HR
Masters,2013,Pune,3,28,Male,2,1,59474,Sales
Bachelors,2017,Pune,3,27,Female,5,1,43216,Sales
Bachelors,2014,Pune,3,26,Male,4,0,40530,Sales
Bachelors,2016,Bangalore,3,26,Male,4,0,43178,Sales
Bachelors,2014,Pune,1,26,Female,4,1,85495,IT
Bachelors,2015,Pune,3,28,Male,3,0,49583,Sales
Bachelors,2012,Bangalore,3,26,Male,4,0,46721,Sales
Bachelors,2017,New Delhi,2,26,Male,4,0,64627,HR
Masters,2017,New Delhi,2,26,Female,4,0,73451,HR
Bachelors,2016,Bangalore,3,26,Male,4,1,48493,Sales
Bachelors,2013,Bangalore,3,26,Male,4,0,43801,Sales
Bachelors,2014,Bangalore,3,28,Male,3,1,48477,Sales
Bachelors,2014,New Delhi,3,28,Female,3,0,45732,Sales
Bachelors,2014,Pune,3,25,Female,3,1,40656,Sales
Bachelors,2016,Pune,3,28,Male,3,0,49634,Sales
Masters,2017,Bangalore,3,27,Male,5,1,53580,Sales
Bachelors,2015,Bangalore,3,25,Male,3,0,49483,Sales
Bachelors,2014,Pune,3,27,Male,5,0,48781,Sales
Bachelors,2012,Pune,3,28,Male,3,0,49465,Sales
Masters,2017,Pune,3,26,Male,4,1,51782,Sales
Bachelors,2013,Bangalore,3,25,Male,3,0,45662,Sales
Bachelors,2015,Pune,2,28,Female,2,1,61362,HR
PHD,2013,Bangalore,1,26,Male,4,0,124992,IT
Masters,2012,Pune,3,27,Male,5,1,57087,Sales
Bachelors,2016,Bangalore,1,28,Male,2,0,97552,IT
Bachelors,2017,Bangalore,3,27,Male,5,0,40194,Sales
Bachelors,2017,Bangalore,3,25,Male,3,0,41709,Sales
Masters,2017,New Delhi,2,24,Female,2,1,75972,HR
Bachelors,2015,Bangalore,1,25,Female,3,0,85633,IT
Bachelors,2018,Bangalore,3,27,Male,5,1,45959,Sales
Bachelors,2014,Bangalore,3,26,Male,4,0,41703,Sales
Bachelors,2018,Bangalore,3,26,Male,4,1,49915,Sales
Bachelors,2015,Pune,2,24,Female,2,1,64925,HR
Bachelors,2018,Bangalore,3,27,Male,5,1,44245,Sales
Bachelors,2016,Bangalore,3,27,Female,5,0,42805,Sales
Masters,2016,New Delhi,3,25,Female,3,1,53865,Sales
Masters,2018,New Delhi,3,26,Male,4,1,58868,Sales
Bachelors,2018,Bangalore,3,24,Female,2,1,42597,Sales
Bachelors,2017,New Delhi,2,28,Male,3,0,69223,HR
Bachelors,2015,Bangalore,3,27,Male,5,0,43469,Sales
Bachelors,2017,Bangalore,3,26,Male,4,0,46630,Sales
Bachelors,2016,Bangalore,3,25,Male,3,0,45850,Sales
Bachelors,2013,Pune,3,25,Male,3,0,42196,Sales
Bachelors,2015,Pune,3,25,Female,3,1,40404,Sales
Bachelors,2014,Bangalore,3,28,Female,3,0,40323,Sales
Bachelors,2015,Pune,3,24,Male,2,0,44307,Sales
Bachelors,2016,Bangalore,3,26,Female,4,0,40051,Sales
Bachelors,2018,Bangalore,1,25,Male,3,0,98274,IT
Masters,2017,Pune,2,28,Female,1,0,78735,HR
Bachelors,2014,Pune,2,25,Female,3,1,61406,HR
Bachelors,2017,Bangalore,3,25,Male,3,0,48709,Sales
Bachelors,2016,Bangalore,3,28,Female,3,0,49263,Sales
Bachelors,2014,Bangalore,3,28,Female,2,0,48870,Sales
Masters,2017,New Delhi,2,28,Male,2,0,79309,HR
Bachelors,2017,New Delhi,2,24,Female,2,0,63760,HR
PHD,2013,New Delhi,2,25,Male,3,1,84707,HR
Bachelors,2017,Bangalore,3,24,Male,2,0,48927,Sales
Bachelors,2017,Bangalore,3,26,Female,4,0,49709,Sales
Bachelors,2015,Bangalore,1,25,Male,3,0,82871,IT
Bachelors,2016,Bangalore,3,26,Female,4,0,45661,Sales
PHD,2014,New Delhi,3,28,Male,2,1,67556,Sales
Masters,2018,New Delhi,3,27,Female,5,1,53095,Sales
Bachelors,2016,New Delhi,3,27,Female,5,0,47171,Sales
Masters,2017,New Delhi,2,25,Male,3,1,77267,HR
Bachelors,2017,Bangalore,3,26,Male,4,0,44883,Sales
Bachelors,2016,New Delhi,3,27,Female,5,0,46378,Sales
Bachelors,2017,Pune,2,25,Female,3,1,69225,HR
Bachelors,2018,Pune,3,28,Female,1,1,42061,Sales
Bachelors,2014,Bangalore,3,25,Female,3,1,41659,Sales
Bachelors,2018,Pune,3,28,Male,1,1,44131,Sales
Bachelors,2017,Bangalore,1,26,Female,4,0,98551,IT
Bachelors,2013,Bangalore,3,24,Male,2,1,47038,Sales
Bachelors,2012,New Delhi,3,26,Female,4,0,41627,Sales
Bachelors,2012,Pune,3,25,Male,3,0,48546,Sales
Masters,2013,New Delhi,2,24,Male,2,1,71878,HR
Bachelors,2018,Pune,3,26,Male,4,1,42700,Sales
Bachelors,2016,New Delhi,3,28,Female,2,0,42247,Sales
Bachelors,2016,Pune,3,26,Male,4,0,41494,Sales
Masters,2014,New Delhi,3,24,Male,2,0,59260,Sales
Bachelors,2013,Bangalore,3,26,Male,4,0,44342,Sales
Bachelors,2014,Pune,2,26,Female,4,1,66776,HR
Bachelors,2014,Pune,3,25,Male,3,0,44638,Sales
Bachelors,2013,Pune,3,27,Male,5,0,44487,Sales
Bachelors,2018,Bangalore,3,27,Male,5,1,45248,Sales
Bachelors,2015,Bangalore,3,25,Female,3,1,47326,Sales
Bachelors,2016,Pune,3,26,Male,4,0,48701,Sales
Bachelors,2015,Pune,2,27,Female,5,1,62640,HR
Bachelors,2017,Bangalore,3,26,Male,4,0,45061,Sales
Masters,2017,Pune,2,26,Female,4,0,73633,HR
Bachelors,2017,New Delhi,3,27,Female,5,0,48579,Sales
Masters,2017,Pune,1,24,Male,2,0,108541,IT
Masters,2017,New Delhi,2,26,Female,4,0,76059,HR
Bachelors,2015,Bangalore,3,27,Male,5,0,46124,Sales
Bachelors,2015,Bangalore,3,26,Male,4,0,43999,Sales
Masters,2017,Pune,2,24,Male,2,1,76112,HR
Bachelors,2017,Bangalore,3,26,Female,4,0,41067,Sales
Bachelors,2014,Bangalore,3,26,Male,4,0,47665,Sales
Bachelors,2015,Bangalore,3,28,Male,1,1,48579,Sales
Masters,2017,New Delhi,2,24,Male,2,0,75670,HR
Bachelors,2013,Pune,2,25,Female,3,1,60976,HR
Masters,2013,Bangalore,3,27,Male,5,1,58478,Sales
Bachelors,2017,Bangalore,3,27,Male,5,0,45193,Sales
Bachelors,2015,New Delhi,2,28,Female,2,1,62202,HR
Bachelors,2014,Pune,2,24,Female,2,1,61912,HR
Bachelors,2016,Pune,2,27,Female,5,1,68977,HR
Bachelors,2017,Bangalore,3,27,Female,5,0,40450,Sales
Bachelors,2016,Bangalore,3,26,Male,4,0,43276,Sales
Bachelors,2015,Pune,2,27,Male,5,0,65374,HR
Bachelors,2015,Bangalore,3,26,Male,4,0,41452,Sales
Bachelors,2018,Bangalore,3,27,Male,5,1,41652,Sales
Bachelors,2016,Bangalore,3,24,Male,2,0,48909,Sales
Bachelors,2014,Bangalore,3,24,Male,2,0,49455,Sales
Bachelors,2013,New Delhi,2,24,Female,2,1,65555,HR
Bachelors,2012,Bangalore,3,26,Female,4,0,41509,Sales
Bachelors,2015,Pune,2,28,Female,2,1,65788,HR
Bachelors,2018,Bangalore,3,26,Male,4,1,45629,Sales
Bachelors,2016,Bangalore,3,24,Female,2,0,45049,Sales
Masters,2017,Pune,3,24,Male,2,1,59507,Sales
Masters,2016,Pune,3,24,Male,2,0,54778,Sales
Bachelors,2013,Bangalore,3,28,Male,1,1,47483,Sales
Bachelors,2015,Bangalore,1,28,Female,1,0,81578,IT
PHD,2018,Bangalore,3,24,Female,2,1,69978,Sales
Bachelors,2016,Bangalore,3,26,Male,4,0,44676,Sales
Bachelors,2013,Bangalore,3,27,Male,5,0,47389,Sales
Bachelors,2013,Bangalore,3,25,Male,3,1,41995,Sales
Masters,2016,New Delhi,3,24,Male,2,1,54036,Sales
Bachelors,2017,New Delhi,1,25,Female,3,0,96730,IT
Bachelors,2013,Bangalore,3,28,Male,3,0,48147,Sales
Bachelors,2018,Bangalore,3,28,Male,1,1,41455,Sales
Bachelors,2017,Bangalore,3,24,Male,2,0,42346,Sales
Masters,2014,New Delhi,3,24,Male,2,1,51392,Sales
PHD,2012,New Delhi,3,24,Male,2,0,61989,Sales
Bachelors,2017,Bangalore,3,25,Female,3,0,49882,Sales
Masters,2014,New Delhi,3,27,Male,5,0,56178,Sales
Bachelors,2015,Bangalore,3,27,Female,5,0,45618,Sales
Bachelors,2014,Pune,3,25,Male,3,1,43087,Sales
Bachelors,2012,Bangalore,3,28,Male,3,0,49262,Sales
Bachelors,2012,Bangalore,3,25,Female,3,0,44896,Sales
Bachelors,2015,Bangalore,3,24,Female,2,0,46846,Sales
Bachelors,2013,Pune,3,27,Male,5,0,43409,Sales
Bachelors,2013,Bangalore,3,26,Female,4,0,49950,Sales
Bachelors,2012,Pune,2,26,Male,4,0,68160,HR
Masters,2017,Bangalore,3,28,Female,3,1,53150,Sales
Bachelors,2015,Bangalore,3,25,Male,3,1,44165,Sales
Bachelors,2012,Bangalore,3,28,Female,2,0,44687,Sales
Bachelors,2017,Pune,2,26,Female,4,1,60989,HR
Bachelors,2012,Bangalore,3,27,Female,5,0,45338,Sales
Masters,2016,New Delhi,3,28,Male,1,0,51103,Sales
Bachelors,2015,Pune,2,28,Female,1,1,64317,HR
Masters,2017,Pune,3,24,Male,2,1,57627,Sales
Bachelors,2015,Pune,2,25,Female,3,1,66910,HR
Bachelors,2014,Bangalore,3,24,Male,2,0,48207,Sales
Bachelors,2016,Bangalore,3,28,Male,3,0,42995,Sales
Bachelors,2016,New Delhi,3,25,Female,3,0,47849,Sales
Masters,2015,New Delhi,3,26,Male,4,1,57355,Sales
Masters,2015,New Delhi,3,28,Female,3,0,51939,Sales
Bachelors,2013,New Delhi,1,24,Female,2,1,83462,IT
Bachelors,2014,Bangalore,3,24,Male,2,0,46802,Sales
Bachelors,2018,Bangalore,3,26,Male,4,1,40245,Sales
Bachelors,2013,Bangalore,3,26,Male,4,0,47958,Sales
Bachelors,2015,New Delhi,3,25,Female,3,1,45930,Sales
Bachelors,2017,New Delhi,3,28,Male,2,0,43541,Sales
Bachelors,2016,Pune,1,25,Female,3,1,86542,IT
Masters,2013,New Delhi,3,25,Male,3,1,59423,Sales
Bachelors,2017,Bangalore,3,24,Female,2,0,40008,Sales
Masters,2013,New Delhi,3,25,Female,3,1,51595,Sales
Bachelors,2013,Bangalore,1,28,Female,2,0,81530,IT
Masters,2014,Bangalore,3,27,Female,5,1,55370,Sales
Bachelors,2013,Bangalore,3,26,Male,4,0,41635,Sales
Bachelors,2016,Bangalore,3,25,Male,3,0,43842,Sales
Bachelors,2015,Pune,2,26,Female,4,1,60604,HR
Bachelors,2017,New Delhi,3,25,Male,3,0,42279,Sales
Bachelors,2013,Bangalore,3,26,Male,4,0,41272,Sales
Bachelors,2013,Pune,2,27,Male,5,0,65060,HR
Bachelors,2015,Pune,2,25,Female,3,1,68484,HR
Bachelors,2016,Bangalore,3,25,Male,3,0,46727,Sales
Bachelors,2017,Bangalore,3,25,Male,3,1,41409,Sales
Bachelors,2016,Pune,3,28,Male,1,0,48337,Sales
Bachelors,2018,Bangalore,3,24,Male,2,1,44436,Sales
Masters,2015,Pune,3,28,Female,3,0,55160,Sales
Bachelors,2017,Bangalore,3,26,Male,4,0,43324,Sales
Masters,2017,Pune,2,26,Male,4,1,78959,HR
Bachelors,2017,New Delhi,2,27,Female,5,0,60447,HR
Bachelors,2013,Pune,2,26,Female,4,1,64203,HR
Bachelors,2012,Bangalore,3,24,Male,2,0,48179,Sales
Bachelors,2013,New Delhi,3,28,Female,3,0,47386,Sales
Masters,2015,Pune,2,24,Female,2,0,74140,HR
Bachelors,2016,Bangalore,3,25,Male,3,0,49087,Sales
Masters,2017,New Delhi,2,25,Male,3,1,76811,HR
Bachelors,2016,Bangalore,3,26,Male,4,0,48382,Sales
Bachelors,2013,Bangalore,3,24,Male,2,0,48728,Sales
Bachelors,2012,Pune,2,25,Male,3,1,61806,HR
Bachelors,2014,Bangalore,3,24,Male,2,0,42356,Sales
Bachelors,2017,Bangalore,3,27,Female,5,1,48701,Sales
Bachelors,2017,New Delhi,3,27,Female,5,0,48090,Sales
Bachelors,2013,Pune,3,27,Male,5,0,46016,Sales
Bachelors,2015,Pune,2,24,Female,2,1,60898,HR
Bachelors,2017,Bangalore,3,24,Female,2,0,45072,Sales
PHD,2015,New Delhi,3,28,Female,1,0,63160,Sales
Bachelors,2017,Bangalore,3,27,Male,5,0,46802,Sales
Masters,2017,New Delhi,2,28,Female,2,0,79364,HR
Bachelors,2017,New Delhi,2,25,Female,3,0,65279,HR
Bachelors,2014,Pune,2,25,Female,3,1,66497,HR
Bachelors,2016,New Delhi,3,28,Female,3,0,41647,Sales
Bachelors,2015,Pune,2,27,Female,5,1,61066,HR
Masters,2017,Pune,2,25,Male,3,1,74184,HR
Masters,2017,Bangalore,2,25,Female,3,1,79832,HR
Bachelors,2017,Bangalore,3,24,Female,2,1,42404,Sales
Bachelors,2013,Bangalore,3,26,Female,4,0,46006,Sales
Bachelors,2018,Bangalore,3,24,Male,2,1,46889,Sales
Bachelors,2016,New Delhi,3,28,Male,1,0,42825,Sales
Masters,2017,New Delhi,2,24,Male,2,1,79471,HR
Bachelors,2017,Bangalore,3,25,Male,3,0,49616,Sales
Bachelors,2017,Bangalore,3,25,Male,3,0,44524,Sales
Bachelors,2017,Bangalore,3,24,Male,2,1,49666,Sales
Masters,2014,New Delhi,3,25,Female,3,1,52954,Sales
Bachelors,2012,Bangalore,3,27,Female,5,0,41203,Sales
Bachelors,2012,New Delhi,3,27,Female,5,0,41334,Sales
Bachelors,2017,Bangalore,3,28,Male,2,1,41617,Sales
Bachelors,2012,Bangalore,3,28,Male,3,1,43100,Sales
Bachelors,2012,Pune,3,28,Female,2,0,42486,Sales
Bachelors,2018,Bangalore,3,24,Female,2,1,47280,Sales
PHD,2016,New Delhi,3,24,Female,2,0,65097,Sales
Masters,2017,New Delhi,2,27,Female,5,1,72055,HR
Masters,2013,New Delhi,2,27,Female,5,1,79119,HR
Bachelors,2015,Bangalore,3,26,Female,4,0,43009,Sales
Masters,2015,New Delhi,3,28,Female,1,1,52781,Sales
Bachelors,2014,Bangalore,3,27,Male,5,0,48450,Sales
Bachelors,2013,New Delhi,3,25,Female,3,0,47249,Sales
Bachelors,2015,Bangalore,3,26,Female,4,1,46480,Sales
Bachelors,2012,Pune,3,24,Male,2,0,48491,Sales
Bachelors,2012,Bangalore,3,26,Female,4,0,42714,Sales
Masters,2015,Pune,2,25,Female,3,1,79290,HR
Bachelors,2013,New Delhi,3,24,Male,2,0,43470,Sales
Masters,2017,New Delhi,2,27,Female,5,0,70172,HR
Masters,2017,Pune,2,26,Male,4,0,70506,HR
Bachelors,2014,Pune,3,27,Male,5,0,45287,Sales
Bachelors,2018,Bangalore,3,25,Male,3,1,44029,Sales
Bachelors,2014,Bangalore,3,25,Female,3,0,47700,Sales
Bachelors,2013,Pune,2,27,Female,5,1,65920,HR
Bachelors,2015,Pune,3,26,Male,4,0,43324,Sales
Bachelors,2017,Pune,2,24,Male,2,1,61615,HR
Masters,2017,New Delhi,2,26,Male,4,1,79081,HR
Bachelors,2013,Pune,2,25,Male,3,1,65112,HR
Masters,2017,New Delhi,2,25,Female,3,1,79599,HR
Bachelors,2013,Pune,3,26,Female,4,0,42925,Sales
Bachelors,2014,Pune,3,28,Male,2,0,42579,Sales
Bachelors,2016,New Delhi,3,27,Female,5,0,42921,Sales
Bachelors,2017,New Delhi,2,28,Male,1,0,69001,HR
Masters,2014,New Delhi,3,27,Male,5,0,56292,Sales
Bachelors,2014,New Delhi,3,28,Female,1,0,44333,Sales
Bachelors,2015,Bangalore,3,27,Male,5,1,48993,Sales
Bachelors,2015,Bangalore,3,24,Male,2,1,45387,Sales
Bachelors,2018,Bangalore,3,24,Male,2,1,48285,Sales
Bachelors,2013,Pune,3,26,Male,4,0,40747,Sales
Bachelors,2012,Bangalore,3,28,Female,2,0,47322,Sales
Masters,2017,Pune,2,26,Male,4,0,73987,HR
Masters,2017,New Delhi,2,25,Male,3,1,75869,HR
Bachelors,2016,New Delhi,3,27,Female,5,0,42149,Sales
Bachelors,2012,Bangalore,3,26,Male,4,0,44782,Sales
Bachelors,2015,Pune,3,25,Male,3,0,49604,Sales
Bachelors,2012,New Delhi,3,26,Female,4,0,42915,Sales
Masters,2014,Bangalore,3,27,Male,5,1,54393,Sales
Masters,2017,New Delhi,2,26,Male,4,0,70477,HR
Masters,2012,New Delhi,3,26,Male,4,1,50829,Sales
Bachelors,2015,Pune,2,26,Female,4,1,62535,HR
Masters,2014,New Delhi,3,25,Male,3,0,58645,Sales
Bachelors,2015,Bangalore,3,28,Male,2,0,48428,Sales
Masters,2012,Pune,3,27,Male,5,1,53136,Sales
